,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Squad,League
2065,Khalil Fayad,fr FRA,"MF,FW",20-337,20,10,1028.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,0.3,1.5,25.0,50.0,42.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,Matches,Montpellier,Ligue-1
2066,Théo Sainte-Luce,fr FRA,DF,26-204,15,10,973.0,10.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.8,1.8,19.0,22.0,33.0,0.09,0.0,0.09,0.09,0.09,0.1,0.07,0.17,0.1,0.17,Matches,Montpellier,Ligue-1
2067,Yael Mouanga,fr FRA,DF,19-293,13,9,901.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,4.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Montpellier,Ligue-1
2068,Boubakar Kouyaté,ml MLI,DF,28-027,10,7,666.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.5,0.5,0.0,0.5,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Montpellier,Ligue-1
2069,Lucas Mincarelli,fr FRA,DF,21-127,9,7,625.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,12.0,18.0,14.0,0.14,0.0,0.14,0.14,0.14,0.05,0.04,0.09,0.05,0.09,Matches,Montpellier,Ligue-1
2070,Nikola Maksimović,rs SRB,DF,33-168,7,7,581.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Montpellier,Ligue-1
2071,Andy Delort,dz ALG,FW,33-215,8,7,517.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.9,2.2,4.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.23,0.15,0.38,0.23,0.38,Matches,Montpellier,Ligue-1
2072,Bamo Meïté,ci CIV,DF,23-160,7,6,424.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Montpellier,Ligue-1
2073,Nicolas Pays,fr FRA,"FW,MF",21-278,9,4,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.5,21.0,14.0,53.0,0.0,0.0,0.0,0.0,0.0,0.27,0.03,0.29,0.27,0.29,Matches,Montpellier,Ligue-1
2074,Junior Ndiaye,fr FRA,FW,20-044,14,3,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,4.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.15,Matches,Montpellier,Ligue-1
2075,Wilfried Ndollo,cm CMR,DF,19-303,7,3,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Montpellier,Ligue-1
2076,Dimitry Bertaud,cd COD,GK,26-340,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Montpellier,Ligue-1
2077,Birama Touré,ml MLI,"MF,DF",32-340,8,2,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Montpellier,Ligue-1
2078,Stefan Džodić,rs SRB,"DF,MF",20-058,6,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Montpellier,Ligue-1
2079,Othmane Maamma,ma MAR,"FW,MF",19-218,11,1,271.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,0.9,8.0,2.0,24.0,0.33,0.33,0.66,0.33,0.66,0.23,0.06,0.29,0.23,0.29,Matches,Montpellier,Ligue-1
2080,Théo Chennahi,fr FRA,DF,20-095,3,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Montpellier,Ligue-1
2081,Yanis Issoufou,fr FRA,"MF,FW",18-196,4,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Montpellier,Ligue-1
2082,Gabriel Bares,ch SUI,"MF,DF",24-256,6,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Montpellier,Ligue-1
2083,Axel Gueguin,fr FRA,FW,20-049,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Montpellier,Ligue-1
2084,Simon Cara,fr FRA,"MF,FW",19-346,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Montpellier,Ligue-1
2085,Matthis Abline,fr FRA,FW,22-045,33,32,2678.0,29.8,8.0,2.0,10.0,7.0,1.0,1.0,3.0,0.0,7.9,7.1,3.8,10.9,70.0,44.0,161.0,0.27,0.07,0.34,0.24,0.3,0.27,0.13,0.39,0.24,0.37,Matches,Nantes,Ligue-1
2086,Moses Simon,ng NGA,"FW,MF",29-304,31,30,2523.0,28.0,7.0,9.0,16.0,4.0,3.0,3.0,2.0,0.0,4.9,2.6,6.1,8.8,142.0,56.0,219.0,0.25,0.32,0.57,0.14,0.46,0.18,0.22,0.39,0.09,0.31,Matches,Nantes,Ligue-1
2087,Jean-Charles Castelletto,cm CMR,"DF,MF",30-106,29,29,2530.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.5,1.5,0.1,1.5,21.0,87.0,19.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Nantes,Ligue-1
2088,Pedro Chirivella,es ESP,MF,27-354,29,27,2261.0,25.1,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.6,2.0,15.0,168.0,25.0,0.0,0.08,0.08,0.0,0.08,0.02,0.06,0.08,0.02,0.08,Matches,Nantes,Ligue-1
2089,Douglas,br BRA,MF,28-119,27,27,2217.0,24.6,4.0,2.0,6.0,4.0,0.0,0.0,8.0,0.0,3.3,3.3,1.4,4.7,13.0,117.0,33.0,0.16,0.08,0.24,0.16,0.24,0.13,0.06,0.19,0.13,0.19,Matches,Nantes,Ligue-1
2090,Nicolas Cozza,fr FRA,"DF,MF",26-124,27,23,2051.0,22.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.4,1.4,1.4,2.8,25.0,64.0,56.0,0.04,0.0,0.04,0.04,0.04,0.06,0.06,0.12,0.06,0.12,Matches,Nantes,Ligue-1
2091,Johann Lepenant,fr FRA,MF,22-202,28,23,2030.0,22.6,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,0.9,2.3,25.0,89.0,62.0,0.09,0.04,0.13,0.09,0.13,0.06,0.04,0.1,0.06,0.1,Matches,Nantes,Ligue-1
2092,Kelvin Amian,fr FRA,DF,27-093,29,22,2075.0,23.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,0.8,1.8,31.0,68.0,77.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,Matches,Nantes,Ligue-1
2093,Nicolas Pallois,fr FRA,DF,37-235,25,22,1946.0,21.6,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.4,0.8,6.0,52.0,5.0,0.0,0.09,0.09,0.0,0.09,0.02,0.02,0.04,0.02,0.04,Matches,Nantes,Ligue-1
2094,Nathan Zeze,fr FRA,DF,19-328,17,17,1493.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.0,0.3,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Matches,Nantes,Ligue-1
2095,Anthony Lopes,pt POR,GK,34-223,17,17,1473.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nantes,Ligue-1
2096,Sorba Thomas,wls WAL,"FW,MF",25-263,24,14,1250.0,13.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,3.1,4.6,40.0,34.0,89.0,0.07,0.22,0.29,0.07,0.29,0.11,0.22,0.33,0.11,0.33,Matches,Nantes,Ligue-1
2097,Alban Lafont,fr FRA,GK,26-109,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nantes,Ligue-1
2098,Mostafa Mohamed,eg EGY,FW,27-165,30,11,1252.0,13.9,5.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,5.5,5.5,0.4,5.9,11.0,20.0,50.0,0.36,0.0,0.36,0.36,0.36,0.4,0.03,0.43,0.4,0.43,Matches,Nantes,Ligue-1
2099,Marcus Coco,fr FRA,DF,28-322,20,10,951.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.1,0.1,1.2,1.3,12.0,34.0,40.0,0.0,0.09,0.09,0.0,0.09,0.01,0.12,0.12,0.01,0.12,Matches,Nantes,Ligue-1
2100,Saidou Sow,gn GUI,DF,22-312,9,9,799.0,8.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.1,2.0,15.0,0.0,0.11,0.0,0.11,0.11,0.11,0.07,0.05,0.12,0.07,0.12,Matches,Nantes,Ligue-1
2101,Louis Leroux,fr FRA,"MF,DF",19-109,15,7,726.0,8.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,1.3,2.7,9.0,28.0,9.0,0.25,0.12,0.37,0.25,0.37,0.18,0.16,0.34,0.18,0.34,Matches,Nantes,Ligue-1
2102,Jean-Kevin Duverne,ht HAI,DF,27-304,9,7,537.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,6.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,Matches,Nantes,Ligue-1
2103,Tino Kadewere,zw ZIM,"MF,FW",29-127,12,6,512.0,5.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,1.0,2.7,5.0,19.0,27.0,0.18,0.35,0.53,0.18,0.53,0.3,0.17,0.47,0.3,0.47,Matches,Nantes,Ligue-1
2104,Patrik Carlgren,se SWE,GK,33-124,5,4,417.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nantes,Ligue-1
2105,Fabien Centonze,fr FRA,DF,29-116,6,3,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,10.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Nantes,Ligue-1
2106,Florent Mollet,fr FRA,"MF,FW",33-174,9,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.7,3.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24,Matches,Nantes,Ligue-1
2107,Bahereba Guirassy,fr FRA,"FW,MF",18-256,18,2,344.0,3.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,15.0,6.0,34.0,0.52,0.0,0.52,0.52,0.52,0.19,0.02,0.2,0.19,0.2,Matches,Nantes,Ligue-1
2108,Jean-Philippe Gbamin,ci CIV,MF,29-229,14,2,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Nantes,Ligue-1
2109,Francis Coquelin,fr FRA,MF,33-364,5,2,152.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.1,1.7,2.0,8.0,1.0,0.0,0.59,0.59,0.0,0.59,0.38,0.65,1.03,0.38,1.03,Matches,Nantes,Ligue-1
2110,Ignatius Ganago,cm CMR,"FW,MF",26-085,11,1,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,5.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.15,0.09,0.25,0.15,0.25,Matches,Nantes,Ligue-1
2111,Meschak Elia,cd COD,FW,27-279,8,1,170.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,9.0,5.0,22.0,0.53,0.0,0.53,0.53,0.53,0.59,0.1,0.69,0.59,0.69,Matches,Nantes,Ligue-1
2112,Dehmaine Assoumani,fr FRA,"MF,FW",20-025,11,0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,4.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.08,0.81,0.89,0.08,0.89,Matches,Nantes,Ligue-1
2113,Plamedi Nsingi,,MF,24-146,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.21,1.21,1.21,Matches,Nantes,Ligue-1
2114,Sékou Doucoure,fr FRA,DF,20-016,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nantes,Ligue-1
2115,Marcin Bułka,pl POL,GK,25-220,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Nice,Ligue-1
2116,Evann Guessand,ci CIV,"FW,MF",23-315,32,29,2488.0,27.6,11.0,7.0,18.0,11.0,0.0,0.0,2.0,0.0,8.6,8.6,4.5,13.1,86.0,78.0,158.0,0.4,0.25,0.65,0.4,0.65,0.31,0.16,0.48,0.31,0.48,Matches,Nice,Ligue-1
2117,Hicham Boudaoui,dz ALG,MF,25-231,28,26,2345.0,26.1,2.0,2.0,4.0,2.0,0.0,0.0,9.0,0.0,2.7,2.7,2.9,5.6,54.0,122.0,75.0,0.08,0.08,0.15,0.08,0.15,0.1,0.11,0.22,0.1,0.22,Matches,Nice,Ligue-1
2118,Jonathan Clauss,fr FRA,"DF,MF",32-229,27,26,2219.0,24.7,3.0,8.0,11.0,3.0,0.0,0.0,7.0,0.0,2.2,2.2,7.6,9.8,52.0,101.0,158.0,0.12,0.32,0.45,0.12,0.45,0.09,0.31,0.4,0.09,0.4,Matches,Nice,Ligue-1
2119,Moïse Bombito,ca CAN,DF,25-043,26,24,2102.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.7,0.7,0.2,1.0,26.0,95.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Nice,Ligue-1
2120,Youssouf Ndayishimiye,bi BDI,DF,26-197,23,22,1932.0,21.5,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.9,0.9,0.2,1.1,17.0,86.0,9.0,0.14,0.0,0.14,0.14,0.14,0.04,0.01,0.05,0.04,0.05,Matches,Nice,Ligue-1
2121,Melvin Bard,fr FRA,"DF,MF",24-187,23,21,1848.0,20.5,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,2.2,2.2,1.7,3.9,50.0,85.0,93.0,0.1,0.0,0.1,0.1,0.1,0.11,0.08,0.19,0.11,0.19,Matches,Nice,Ligue-1
2122,Pablo Rosario,nl NED,"MF,DF",28-125,29,21,1775.0,19.7,3.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,3.8,3.0,0.6,3.5,17.0,89.0,25.0,0.15,0.05,0.2,0.1,0.15,0.19,0.03,0.22,0.15,0.18,Matches,Nice,Ligue-1
2123,Mohamed Ali Cho,fr FRA,"FW,MF",21-113,27,21,1621.0,18.0,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,7.9,81.0,59.0,133.0,0.17,0.22,0.39,0.17,0.39,0.22,0.22,0.44,0.22,0.44,Matches,Nice,Ligue-1
2124,Dante,br BRA,DF,41-206,24,20,1874.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,0.1,0.5,17.0,92.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Nice,Ligue-1
2125,Gaëtan Laborde,fr FRA,FW,31-009,27,19,1752.0,19.5,9.0,4.0,13.0,5.0,4.0,4.0,1.0,0.0,10.5,7.4,2.9,10.3,30.0,38.0,127.0,0.46,0.21,0.67,0.26,0.46,0.54,0.15,0.69,0.38,0.53,Matches,Nice,Ligue-1
2126,Ali Abdi,tn TUN,"DF,MF",31-143,24,17,1387.0,15.4,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,3.4,3.4,1.8,5.2,34.0,42.0,99.0,0.26,0.13,0.39,0.26,0.39,0.22,0.12,0.34,0.22,0.34,Matches,Nice,Ligue-1
2127,Tanguy Ndombele,fr FRA,MF,28-135,18,12,1131.0,12.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.4,2.4,2.4,4.8,22.0,61.0,36.0,0.08,0.16,0.24,0.08,0.24,0.19,0.19,0.38,0.19,0.38,Matches,Nice,Ligue-1
2128,Jeremie Boga,ci CIV,"MF,FW",28-129,21,12,1054.0,11.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,2.8,5.1,64.0,39.0,75.0,0.09,0.17,0.26,0.09,0.26,0.2,0.24,0.44,0.2,0.44,Matches,Nice,Ligue-1
2129,Badredine Bouanani,dz ALG,"MF,FW",20-155,25,10,1031.0,11.5,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.7,1.7,2.3,4.0,43.0,42.0,86.0,0.17,0.26,0.44,0.17,0.44,0.15,0.2,0.35,0.15,0.35,Matches,Nice,Ligue-1
2130,Baptiste Santamaria,fr FRA,MF,30-064,12,10,859.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,1.0,1.9,9.0,43.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.2,Matches,Nice,Ligue-1
2131,Mohamed Abdelmoneim,eg EGY,DF,26-100,12,10,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nice,Ligue-1
2132,Sofiane Diop,fr FRA,"MF,FW",24-337,27,8,1042.0,11.6,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,6.0,6.0,1.9,7.9,26.0,63.0,68.0,0.52,0.26,0.78,0.52,0.78,0.52,0.17,0.69,0.52,0.69,Matches,Nice,Ligue-1
2133,Tom Louchet,fr FRA,"DF,MF",22-008,21,7,753.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.2,1.9,19.0,33.0,37.0,0.12,0.0,0.12,0.12,0.12,0.09,0.14,0.23,0.09,0.23,Matches,Nice,Ligue-1
2134,Antoine Mendy,sn SEN,DF,20-350,17,7,735.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,10.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Nice,Ligue-1
2135,Morgan Sanson,fr FRA,MF,30-267,5,3,222.0,2.5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.5,1.5,0.1,1.6,5.0,12.0,16.0,1.22,0.0,1.22,1.22,1.22,0.61,0.02,0.64,0.61,0.64,Matches,Nice,Ligue-1
2136,Youssoufa Moukoko,de GER,"FW,MF",20-173,11,2,204.0,2.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.2,2.2,0.8,3.0,2.0,6.0,12.0,0.88,0.44,1.32,0.88,1.32,0.96,0.36,1.32,0.96,1.32,Matches,Nice,Ligue-1
2137,Yael Nandjou,fr FRA,DF,19-310,3,2,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,1.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.13,0.44,0.57,0.13,0.57,Matches,Nice,Ligue-1
2138,Bilal Brahimi,dz ALG,MF,25-059,2,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Nice,Ligue-1
2139,Amidou Doumbouya,fr FRA,DF,17-280,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nice,Ligue-1
2140,Terem Moffi,ng NGA,FW,25-352,4,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.86,Matches,Nice,Ligue-1
2141,Victor Orakpo,ng NGA,FW,18-332,4,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.81,0.81,Matches,Nice,Ligue-1
2142,Jordan Lotomba,ch SUI,"MF,DF",26-225,2,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nice,Ligue-1
2143,Issiaga Camara,gn GUI,MF,20-099,4,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nice,Ligue-1
2144,Rareş Ilie,ro ROU,MF,22-023,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,2.47,2.72,0.25,2.72,Matches,Nice,Ligue-1
2145,Bernard Nguene,cm CMR,FW,18-281,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nice,Ligue-1
2146,Bradley Barcola,fr FRA,FW,22-251,33,26,2122.0,23.6,14.0,10.0,24.0,14.0,0.0,0.0,2.0,0.0,13.4,13.4,10.0,23.4,134.0,95.0,362.0,0.59,0.42,1.02,0.59,1.02,0.57,0.42,0.99,0.57,0.99,Matches,Paris-Saint-Germain,Ligue-1
2147,Warren Zaïre-Emery,fr FRA,"MF,DF",19-064,28,23,2019.0,22.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.4,3.1,49.0,134.0,91.0,0.04,0.09,0.13,0.04,0.13,0.07,0.06,0.14,0.07,0.14,Matches,Paris-Saint-Germain,Ligue-1
2148,Gianluigi Donnarumma,it ITA,GK,26-075,23,23,2001.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Paris-Saint-Germain,Ligue-1
2149,Achraf Hakimi,ma MAR,DF,26-188,24,23,1976.0,22.0,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,2.9,2.9,6.2,9.1,93.0,180.0,265.0,0.18,0.27,0.46,0.18,0.46,0.13,0.28,0.42,0.13,0.42,Matches,Paris-Saint-Germain,Ligue-1
2150,Willian Pacho,ec ECU,DF,23-207,27,22,2042.0,22.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,3.0,50.0,1.0,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02,Matches,Paris-Saint-Germain,Ligue-1
2151,Lucas Beraldo,br BRA,DF,21-168,24,22,1994.0,22.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.9,0.9,0.4,1.2,9.0,131.0,0.0,0.05,0.0,0.05,0.05,0.05,0.04,0.02,0.06,0.04,0.06,Matches,Paris-Saint-Germain,Ligue-1
2152,João Neves,pt POR,"MF,DF",20-226,28,21,1785.0,19.8,3.0,8.0,11.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,7.0,34.0,142.0,79.0,0.15,0.4,0.55,0.15,0.55,0.15,0.2,0.35,0.15,0.35,Matches,Paris-Saint-Germain,Ligue-1
